seed,source_factor,receiver_factor,B_ij,B_ji,antisym_ij,abs_antisym
40,17,29,0.08140437304973602,-0.01671229861676693,0.049058335833251476,0.049058335833251476
40,2,10,-0.02231742814183235,0.07376282662153244,-0.048040127381682396,0.048040127381682396
40,23,24,-0.04326523840427399,0.05277923122048378,-0.04802223481237888,0.04802223481237888
40,8,12,0.06440760940313339,-0.03156246989965439,0.04798503965139389,0.04798503965139389
40,6,11,-0.07681167870759964,0.019010424613952637,-0.04791105166077614,0.04791105166077614
40,22,29,0.05860501155257225,-0.03510190173983574,0.046853456646203995,0.046853456646203995
40,27,29,0.07788446545600891,-0.014551117084920406,0.04621779127046466,0.04621779127046466
40,11,29,0.09027289599180222,-0.001229145098477602,0.04575102054513991,0.04575102054513991
40,2,14,-0.026302656158804893,0.0651426911354065,-0.045722673647105694,0.045722673647105694
40,21,23,0.06211727857589722,-0.028914695605635643,0.04551598709076643,0.04551598709076643
40,5,26,-0.013233655132353306,0.07757788151502609,-0.0454057683236897,0.0454057683236897
40,5,30,-0.007631745655089617,0.08288266509771347,-0.045257205376401544,0.045257205376401544
40,2,17,-0.03456980362534523,0.05523506551980972,-0.044902434572577477,0.044902434572577477
40,17,26,0.02844962477684021,-0.05882867053151131,0.04363914765417576,0.04363914765417576
40,4,21,0.005875997710973024,-0.08117978274822235,0.04352789022959769,0.04352789022959769
40,2,15,-0.047366611659526825,0.03913301229476929,-0.043249811977148056,0.043249811977148056
40,1,25,0.050359513610601425,-0.036036282777786255,0.04319789819419384,0.04319789819419384
40,23,26,-0.02141629531979561,0.06463966518640518,-0.043027980253100395,0.043027980253100395
55,3,21,0.11604495346546173,-0.06630764901638031,0.09117630124092102,0.09117630124092102
55,4,21,0.052353013306856155,-0.07620777189731598,0.06428039260208607,0.06428039260208607
55,14,18,0.04563085734844208,-0.08136305958032608,0.06349695846438408,0.06349695846438408
55,18,25,0.08354618400335312,-0.0405542366206646,0.06205021031200886,0.06205021031200886
55,15,25,-0.1118122786283493,0.00743870809674263,-0.05962549336254597,0.05962549336254597
55,18,22,0.07625241577625275,-0.04064668342471123,0.05844954960048199,0.05844954960048199
55,0,31,0.07174718379974365,-0.04445821791887283,0.05810270085930824,0.05810270085930824
55,0,24,0.0601901039481163,-0.055560700595378876,0.05787540227174759,0.05787540227174759
55,9,18,0.029477626085281372,-0.08497956395149231,0.05722859501838684,0.05722859501838684
55,13,21,0.07625088840723038,-0.03746800124645233,0.056859444826841354,0.056859444826841354
55,3,18,0.03388974443078041,-0.07827991992235184,0.056084832176566124,0.056084832176566124
55,12,24,0.07344898581504822,-0.03761624917387962,0.05553261749446392,0.05553261749446392
55,2,15,-0.06682389974594116,0.04375433921813965,-0.055289119482040405,0.055289119482040405
55,7,19,0.036082420498132706,-0.07295580208301544,0.054519111290574074,0.054519111290574074
55,2,22,0.08094719797372818,-0.02693936601281166,0.05394328199326992,0.05394328199326992
55,0,29,0.06512327492237091,-0.04041270539164543,0.05276799015700817,0.05276799015700817
55,13,25,0.023786041885614395,-0.08141171187162399,0.052598876878619194,0.052598876878619194
55,9,23,-0.10361349582672119,0.001063877367414534,-0.05233868659706786,0.05233868659706786
55,0,21,0.06311827152967453,-0.04083438962697983,0.05197633057832718,0.05197633057832718
55,23,29,0.04909146949648857,-0.05416037142276764,0.051625920459628105,0.051625920459628105
55,1,4,-0.040679510682821274,0.06247628852725029,-0.05157789960503578,0.05157789960503578
55,12,14,0.011011427268385887,-0.0920703262090683,0.05154087673872709,0.05154087673872709
55,4,18,0.07264438271522522,-0.03016752190887928,0.05140595231205225,0.05140595231205225
55,0,11,0.06043173745274544,-0.04157070443034172,0.05100122094154358,0.05100122094154358
55,30,31,0.0610816553235054,-0.03964734077453613,0.05036449804902077,0.05036449804902077
55,22,25,0.07068553566932678,-0.02995941787958145,0.05032247677445412,0.05032247677445412
55,19,20,-0.03906923532485962,0.06157005578279495,-0.050319645553827286,0.050319645553827286
55,4,26,-0.07206421345472336,0.02773023582994938,-0.04989722464233637,0.04989722464233637
55,6,30,-0.03111853078007698,0.06832648813724518,-0.04972250945866108,0.04972250945866108
55,2,17,0.010516406036913395,-0.0874641090631485,0.04899025755003095,0.04899025755003095
55,0,1,0.13401097059249878,0.036284711211919785,0.0488631296902895,0.0488631296902895
55,1,28,-0.023635102435946465,0.07333923131227493,-0.0484871668741107,0.0484871668741107
25,4,6,-0.13215488195419312,0.014312375336885452,-0.07323362864553928,0.07323362864553928
25,4,29,-0.15242266654968262,-0.007535025477409363,-0.07244382053613663,0.07244382053613663
25,26,27,0.01294410414993763,0.15764863789081573,-0.07235226687043905,0.07235226687043905
25,10,23,-0.05728160962462425,0.08676669001579285,-0.07202414982020855,0.07202414982020855
25,4,26,-0.14615130424499512,-0.00665209349244833,-0.0697496053762734,0.0697496053762734
25,5,10,0.09087749570608139,-0.04204457998275757,0.06646103784441948,0.06646103784441948
25,10,24,0.005979885812848806,0.13730765879154205,-0.06566388648934662,0.06566388648934662
25,4,13,-0.11981748789548874,0.009852672927081585,-0.06483508041128516,0.06483508041128516
25,0,13,0.13421159982681274,0.006023029331117868,0.06409428524784744,0.06409428524784744
25,4,24,-0.11538205295801163,0.009798519313335419,-0.06259028613567352,0.06259028613567352
25,19,27,0.06205304339528084,-0.06268737465143204,0.06237020902335644,0.06237020902335644
25,4,21,-0.12318135797977448,0.000594437588006258,-0.06188789778389037,0.06188789778389037
25,4,12,-0.1104016900062561,0.009818768128752708,-0.060110229067504406,0.060110229067504406
25,9,10,0.08259450644254684,-0.03753507882356644,0.06006479263305664,0.06006479263305664
25,4,20,-0.10079921782016754,0.0167615357786417,-0.05878037679940462,0.05878037679940462
25,0,25,-0.0029819130431860685,-0.12010272592306137,0.05856040643993765,0.05856040643993765
25,0,26,0.09761551767587662,-0.017515776678919792,0.057565647177398205,0.057565647177398205
25,10,26,-0.0636311024427414,0.05043672397732735,-0.05703391321003437,0.05703391321003437
25,11,21,0.10001720488071442,-0.013362797908484936,0.056690001394599676,0.056690001394599676
25,6,9,0.03433464840054512,-0.07848954200744629,0.056412095203995705,0.056412095203995705
25,10,16,-0.04701218008995056,0.06510109454393387,-0.056056637316942215,0.056056637316942215
25,3,10,-0.06836306303739548,0.041357070207595825,-0.05486006662249565,0.05486006662249565
25,7,10,0.06205824762582779,-0.047637831419706345,0.05484803952276707,0.05484803952276707
25,19,31,0.07649247348308563,-0.032798539847135544,0.05464550666511059,0.05464550666511059
25,19,29,0.05307448282837868,-0.05519997701048851,0.054137229919433594,0.054137229919433594
25,7,21,0.08050008118152618,-0.02729623205959797,0.05389815662056208,0.05389815662056208
25,5,19,-0.022530002519488335,0.08350944519042969,-0.05301972385495901,0.05301972385495901
25,23,25,0.029140440747141838,-0.07483109831809998,0.05198576953262091,0.05198576953262091
