,factor_00,factor_01,factor_02,factor_03,factor_04,factor_05,factor_06,factor_07,factor_08,factor_09,factor_10,factor_11,factor_12,factor_13,factor_14,factor_15,factor_16,factor_17,factor_18,factor_19,factor_20,factor_21,factor_22,factor_23,factor_24,factor_25,factor_26,factor_27,factor_28,factor_29,factor_30,factor_31
sh600190,0.0013515655439757907,0.00365066960075533,0.0015527927546374685,0.04540436099370157,0.8570197064321167,0.0004931504875938515,0.0009431116324178036,0.004915001908620598,0.0010137821144679982,0.002914917844273842,0.0011941592014331043,0.0005363006114488363,0.00830584912980171,0.004770826186732742,0.000935063401619084,0.007305910628922289,0.002043529454751691,0.0006248078114022417,0.005634322674524746,0.0017569693093169854,0.0012532416005780456,0.003256540260386672,0.02276860471000602,0.003182297889501604,0.0017509242397577601,0.0005276425741262986,0.0003177163102188102,0.007855695321763698,0.00368405414553563,0.0004902974803610726,0.0015802633096620928,0.0009659324102524545
sh600196,0.0008066318047384195,0.0032250806362335853,0.0016112510288910867,0.016027390118147796,0.9326180047693523,0.0006978969853338137,0.0005601911936184888,0.003111869687977948,0.0008344611279197209,0.003734840374765922,0.0009038476006787046,0.0007313485139423474,0.008209278397429461,0.0023674501598567616,0.0006609305528178313,0.0006543925513419814,0.0008258803106882613,0.0011162419918778759,0.004789696092356466,0.0022229573687927114,0.0009260973357737232,0.0012299713093230963,0.003295961786879473,0.0015284323156180973,0.0018099680904364592,0.0007031358572333921,0.00039993145417556176,0.00105646873178815,0.0004049750506382076,0.0012471396965130098,0.0007961455581415662,0.0008921404454907493
sh600208,0.0016993950133257964,0.005670086671986854,0.0025481622399500478,0.025784481371559118,0.9093041757776754,0.0005979925162483414,0.00116805689300937,0.01093697421471982,0.0024649419625023847,0.0018021173330978592,0.0008959949797526029,0.0010694096313281231,0.005484840104138767,0.002295275688446312,0.000961418295961603,0.0010817474246121973,0.0011571608922440622,0.0008015338235888433,0.0048942668870017815,0.002786778361011488,0.0005767911634468825,0.0013821874385230224,0.002220337688873647,0.0021018180463659238,0.002094599850092046,0.000947870419995329,0.0005872234628154363,0.0020110980529161205,0.0007673583516201897,0.001266941308857325,0.00136376646654271,0.001275202452134607
sh600210,0.0008098510149128072,0.0019894475375106546,0.001575900708611248,0.028996097059135358,0.9300024829111718,0.00038414961533495755,0.0007852033553977061,0.005306259404278693,0.0010042081787738552,0.0020193449993545767,0.0005352370063168649,0.00022296239070774803,0.003923584205306618,0.0009290428978769565,0.0007016560039330508,0.0005037488564490594,0.000704414636729423,0.0008206159357292701,0.005328838327451751,0.0005401414576147766,0.0010030880703606941,0.000921359171467541,0.002681790912817347,0.0018410887900645687,0.0011832897873581781,0.0002955883256011659,0.00026594438388067323,0.0012241691914326072,0.0011410379361286574,0.0008642357171855821,0.0009539066577299311,0.000541321356913467
sh600216,0.001372568494604762,0.004542758056914354,0.004338003391386442,0.03530093807582131,0.8968509655240374,0.0004937155073295165,0.0013510274065215812,0.007235802525163125,0.0023069022696207294,0.002974408199333104,0.0014852380730726244,0.0007081390412808234,0.006963792834190762,0.0018037173809030361,0.0011078494345120834,0.0011451429910336144,0.0022173260009267413,0.0019106020413290456,0.004003889130209079,0.0025833995242545518,0.0014130782244338215,0.0010866060228319641,0.0032424539017685576,0.0013455169416105388,0.0015511056334621116,0.0008081619901764536,0.0004928304807737626,0.0022720353298674306,0.00133513825197451,0.0033572945863283026,0.0009799302125995148,0.0014196711025707318
sh600219,0.0008629685040399979,0.002419118508267495,0.001171436555096091,0.0014476634043817267,0.9651842875054828,0.00035404489333162024,0.0005389884926329387,0.004918992445922659,0.0008661516121857217,0.0026530834868490564,0.0005509795723571571,0.0003588480697544165,0.00174782673644268,0.00090831101949201,0.000695326238292197,0.00033382510327359253,0.0007020329127113118,0.0010306929918799301,0.00369051472885424,0.000957343844656599,0.0014363460012617303,0.0006912355808535381,0.001779037493988962,0.0006245405504307541,0.0013632922744436233,0.0002882796281416385,0.0003228915523608993,0.0003664646107727832,0.00023474578370452124,0.0003990268492935577,0.0006034327973029432,0.0004982776366714854
sh600220,0.0016866897824715287,0.002421974466319853,0.0024630705340984494,0.02394791513958313,0.9244463350404651,0.0004775002975011293,0.0007968731938703149,0.008611322929518519,0.000772371508332868,0.003729171669458225,0.0009040925665182161,0.0006465390363589787,0.0028742904643925746,0.0008543822923957699,0.000862270294735877,0.0014534100901963873,0.002459759556814205,0.001096066788129271,0.0049261176017532365,0.0021541514503458114,0.0007089255525815749,0.0009324979675160442,0.000864981298566017,0.003066396153922561,0.0013098693945285218,0.000640371745835989,0.000470206659588526,0.0026478421638409934,0.0003211259963082825,0.0003350107331408684,0.0005853425955949957,0.0005331317042592743
sh600221,0.0005965042445231347,0.0009098851952489361,0.00017683291043425268,0.01899760980275727,0.9601361041771829,0.00010821933908506896,0.0003235602354258911,0.005277638835361016,0.0002724328194333627,0.00017155547329283753,0.00035526493970627015,9.506476731448002e-05,0.0019158887941713798,0.00025862914008877025,0.0001118914515661238,0.00040900943892396835,0.0009102991507122798,0.00021797541080051025,0.0019889273255714727,0.00017407649744730376,0.00017758666767566205,0.0001439058917031808,0.00033771728499395163,0.0005443844877157095,0.00050188085997317,0.00013964539341182255,0.00021309202320280677,0.0007801925730994295,0.001247885802398491,0.00021540478143923254,0.0019544931746814454,0.0003364513173354606
sh600233,0.00030457400214680455,0.0009249791085813525,0.0010510124918348338,0.006533532950281382,0.9721143982232742,0.0001192776546670523,0.00017051934413051195,0.0037516474429353007,0.00046496085187927865,0.0006908569910717304,0.0002389706738618043,0.0001971342187804431,0.000786298882413568,0.0003741407846900222,0.00026976800778232506,0.0001559380745789232,0.0005444719839502535,0.0004999090348442096,0.006402303147775066,0.0004427668448654636,0.00040213206470999054,0.0002633753448467604,0.0003968528714282293,0.0004226076540539426,0.0006129766750355088,0.0001182572047544382,0.0005628113502439973,0.00018141622328809559,0.00017596912896841605,0.0002735511947351205,0.00013876576797427806,0.00041383449368153534
sh600236,0.0009806074641019505,0.0034605005340055434,0.001695874096934045,0.016903024267190342,0.9391896627000549,0.000332752199263394,0.0011770098441650396,0.003972326491170192,0.002545961003252415,0.002599482420111396,0.000534097090234291,0.0009593296321464795,0.0036443026672457997,0.0020823148407776684,0.0007675727104653783,0.0003942247304052595,0.000703537779160994,0.0005719977208875464,0.0020016623228037863,0.0025215021592532275,0.0016710213125911083,0.0006624498442483383,0.0010471357991948544,0.001686830325114555,0.0036285903565623765,0.00031173139158127645,0.0004238971080707489,0.0011887268979855026,0.00046644638371177364,0.0006221678119951511,0.00044419227864467986,0.0008090765124563864
sh600239,0.0011366255212027566,0.004034751734576308,0.0022119481266063587,0.05418904534637043,0.8966335569239663,0.00029841363309533655,0.0003764406886299285,0.00646273798848694,0.0015827497701425017,0.0034256901863497255,0.0003798365198548605,0.000327723974873499,0.002158867669810319,0.0010333163331237808,0.00023597891895632173,0.0005577778665200812,0.0008976580795833901,0.00034208895980237944,0.011154331377534263,0.0006306152944261258,0.00029408282970104304,0.0006260364091879949,0.0027695436112326927,0.0005792921766603346,0.0005821020060559477,0.00025690792452065584,0.00022577452613040165,0.0027397819566104707,0.0014073449165208209,0.0002732116442662746,0.00177414766374084,0.00040162527041115226
sh600246,0.0009972492660245413,0.0015986796192542746,0.00870050251838255,0.0905389285154521,0.773412780884896,0.0008683149795479219,0.00021434531686999797,0.023084745168646472,0.0011219237870838292,0.004131625661725824,0.0002906517613039094,0.0002648244507747638,0.003092363148720382,0.0010901915418334038,0.00046267212730816853,0.0060293694874266664,0.0017984189558472323,0.001043427447096757,0.015998024215228283,0.0014648679257226876,0.0008250407674303485,0.0038583143681651137,0.041231619923327564,0.0017295905546631353,0.0019075388804569457,0.0002601085437046197,0.0003761175602279488,0.00431128503469463,0.0037370622632227025,0.001013294465826174,0.004090904681448598,0.000455222272618511
sh600251,0.0008880615058517668,0.002568067507656587,0.001904998762553579,0.014786011175464952,0.9366254006874755,0.0006481473826846801,0.0010527305697309649,0.004425700743389109,0.0011538293055916103,0.0029618106597723444,0.0011311194404795024,0.0006783496494290643,0.007586156032640891,0.0013742352050450605,0.0012261793953958074,0.00044733432417155095,0.0008218802560264028,0.0018189086475680163,0.0038979267161120216,0.00225102765647897,0.0015191718529398803,0.0007845547267204757,0.000580082645096885,0.0016385165730102103,0.0011153623708385035,0.00048328085899063773,0.00045820174625768714,0.0005494212093325263,0.0007815057516054216,0.002015490633675543,0.0005693466289821271,0.0012571967144066971
sh600252,0.0009258483242562733,0.0023193231454667227,0.0009882545323002937,0.010243155774524348,0.953977928329008,0.000337435065644126,0.0008095867529765918,0.005302618717527016,0.0011547365338966612,0.0012276769248215965,0.0006394847529116642,0.0005449554745915383,0.003283640088731775,0.0008601822351432534,0.0006239709713384004,0.0006227623636861302,0.0006752898081489335,0.0006548460330269166,0.0022952056121904713,0.0021316630768930343,0.001003006169097913,0.0006709423763313804,0.0013942046382376116,0.0019060996819389125,0.0008668643328188214,0.00029542507344139276,0.00028672414715765686,0.0011840700353091544,0.00047126950573380023,0.0006563287249973284,0.0006339269171805259,0.0010125831131921038
sh600256,0.0006599424633035476,0.002694387094539442,0.0016842766511086314,0.01725894562466178,0.9424371497451106,0.00036211101102675853,0.00041525276654203787,0.009237541084590122,0.0006303905838798325,0.0014966453056907668,0.0006068812632571708,0.0002562387651062683,0.002715271327219795,0.0007433897954236821,0.00037953871806599583,0.0003313516458988684,0.0009762409774546888,0.0012318284533910295,0.0049549448844645495,0.0004654640387115345,0.0014211497021390602,0.0008581995535186763,0.0023018664558119542,0.0012113316432381513,0.0011472462008859773,0.0003889465688305439,0.000394873190361611,0.0006205133095182325,0.00030839398039801875,0.0004897218551858258,0.00041456606408123603,0.0009054054348049944
sh600259,0.0009025678186461067,0.003646841056078203,0.003345124285571776,0.03776145567818889,0.8868592492888567,0.000983373543484989,0.0005798889500696079,0.007471162062487905,0.001229486923334166,0.003525058567508087,0.0006872755629986585,0.0005355671317389495,0.014176108863584334,0.0022693036888210426,0.0005996497732728314,0.00037437406694715715,0.0019984985211195876,0.0015292297860211588,0.01075451761561923,0.001418931594433661,0.0007325894849160538,0.0005636046140947443,0.003826855933304171,0.0023039213495920866,0.0021350888845590725,0.0007548970055458074,0.00040641647087735235,0.005487486643059827,0.0004583856925881323,0.0008185601545782007,0.001175089675655655,0.0006894452009222365
sh600266,0.0011489798135751602,0.0018418956619142102,0.002649672542516975,0.04243505731282345,0.8929527621401668,0.00038361852812727196,0.0007801250029546711,0.018630250561128794,0.0015039905020317263,0.0029246093720036925,0.000324095725990643,0.0003712113951881609,0.0034906002711962048,0.0018154504693094898,0.0004000444160705693,0.0004151340704535079,0.0019013843646857906,0.0007872482409267224,0.008013171501783123,0.0011328485227494016,0.0006186826411281542,0.0013460018763044902,0.004583507349424665,0.0013182690223289524,0.0012285044990764213,0.00017310163038964396,0.0003971330421068555,0.003177656997816155,0.0012771979355777378,0.00041774860533046003,0.0009115200493505539,0.0006485374155774784
sh600267,0.0004900195411043143,0.0027359069098565466,0.004650641741902357,0.03785283461393872,0.9053313906417455,0.0006249351487147374,0.0009412291818926484,0.009346369715315155,0.001681746966614623,0.001925973107922492,0.0005208850777481331,0.00024157023208368073,0.0047930057032505155,0.0018224800888294878,0.0009308660623652575,0.0009456833755255244,0.00045441348688166457,0.0006279319289315114,0.004860615116511151,0.00039351053198955697,0.0005313182142773861,0.0007531774034546415,0.002094036245180443,0.0029321612093324355,0.0006430463954984728,0.00021226658527021233,0.0004868013328138745,0.005734995765394019,0.001821764422520305,0.0015443556133511085,0.0011646127008939364,0.0009094588476073188
sh600269,0.00038452897996715536,0.0012079698883374118,0.0004361487357142985,0.005048422652614744,0.9727539777688012,0.0001524188405932531,0.0007604828130048079,0.004943021009756582,0.0007140154224285256,0.0003890225966799612,0.0005396172965099529,0.00027271859101008676,0.0022267943887785196,0.00039160839212541124,0.0004471411151232515,0.00014630929667115938,0.0002078670290816919,0.0004412784611763392,0.0022794341425365094,0.0007897852214447989,0.0012418571920418046,0.00026666134980357116,0.0002911884437225665,0.0011335615687865246,0.0004828884015770511,0.00014536675302322287,0.00019987983392244507,0.00029564231553487453,0.0003211199365488583,0.0003682942602505325,8.643685260511112e-05,0.0006345499116466601
sh600271,0.0008113395218176114,0.004312985730638036,0.0027536303968456284,0.009597325869740653,0.9478196675603242,0.0004974654187867139,0.0006058895655968562,0.006341139758689761,0.0009347339670531284,0.0010386349918651485,0.0008628338806899611,0.000445563272481977,0.007446417290552217,0.0005350814675918762,0.0007853030990718526,0.0005100232372397074,0.0011891966109194494,0.00196282064285386,0.0016383638376859498,0.0009594010182113305,0.0009846419217442845,0.0005637663768607663,0.000852606445835354,0.0016567838568096467,0.001432677863734892,0.00043371905810139804,0.00041592350247796864,0.0004626289293992687,0.0004682978397008927,0.0008042610570394988,0.00026115676494450793,0.0006157331363277988
sh600276,0.00017385231691024287,0.0012180548040551804,0.001052906050068413,0.00698665204238811,0.9692872671592632,0.0005300032838702795,0.00028078164731286143,0.004771401756772008,0.0005333728404016845,0.0010325867665796878,0.00020676281649395316,0.0002602754907190479,0.0013527828037460268,0.0003247712901613687,0.00025528348162222493,0.00019416965853111463,0.0005025530991292351,0.0005824168080031438,0.005377950497118499,0.0004248821763758211,0.00035734158900445925,0.0002022393106881626,0.0005149048332665241,0.001078525951059054,0.0003361005339463685,0.00015861282987431096,0.00016571389199589095,0.0005012196751208777,0.00016308746081375604,0.00048716835280871937,0.00036669406068111615,0.0003196733799554548
sh600277,0.0008091453060012438,0.0028385904676382205,0.0035986197257023497,0.03340930715249691,0.9172399148449856,0.0005558490731400785,0.0004253877578833878,0.0041410034928609845,0.0006380816524725987,0.001769215064382714,0.00032147418409202323,0.0002599734995530306,0.0065895891557293095,0.0007096578330184711,0.0003395201943238123,0.0012483162268194029,0.0006019566213248628,0.0008081555104727627,0.009520584014604783,0.000705216812024692,0.00020367154421779967,0.0010103113860060727,0.0044767942086177594,0.002857408874204437,0.0011264339042963058,0.0002438189855405515,0.0004786526641897549,0.0010060452897585643,0.00021942252061562032,0.0008081747941181337,0.0006284497460994477,0.0004112662567303673
sh600282,0.0004255100985878448,0.0023177728527168026,0.0003459941262587419,0.0074879460152444954,0.9644894127057795,0.00012413299679912322,0.0007949377779505993,0.006603042314294568,0.0009960729395302468,0.001320172852128492,0.0005971303501810771,0.0003662529732671845,0.0024429252237955835,0.0004366123944447851,0.0003207762003378113,0.00015405739917401354,0.0005441580777723237,0.0003306917274922451,0.002090631787214746,0.0008483390776068507,0.0008122928415066726,0.0005627497341604474,0.0002961806618365996,0.0009905230445661963,0.001930127155988496,0.00014740226208332434,0.0005058079761365252,0.00016386323094280672,0.00031523962810567834,0.00037444559686533103,0.00021455941364712801,0.000650251436511497
sh600297,0.0008050626919065008,0.005772058146641174,0.0007400835059241205,0.012556088617471718,0.9393276930500011,0.0009793855962843517,0.0006845746960299575,0.0012732144690781608,0.000678732256273586,0.0007877149300832991,0.001086393901874669,0.00045046155284946454,0.004931556360714966,0.0004505256838801555,0.0004934023831939289,0.0016211903353805384,0.0006790323283073328,0.0005703453875878577,0.004868851249072397,0.002101538759375417,0.0006788793166745153,0.0017996486473371147,0.01016777524918095,0.001053158278516462,0.0010782336934117749,0.00021174077627864494,0.0002719467063995448,0.0008929658527461063,0.001526783386224875,0.0006392310319612569,0.0002844552900688354,0.0005372869412172371
sh600299,0.0003553971285308029,0.0015930993982729276,0.0018339311456075824,0.012208849500920268,0.9551998739579023,0.0005235202351192518,0.0006781251441817566,0.0053823113867051,0.0012501000054769645,0.001068770342618182,0.0005258526313290444,0.0004071473449905078,0.002734983200885836,0.00043370345298134375,0.0006025359543627866,0.0006152812531647675,0.0005281751041250705,0.0005267713674871843,0.0037314854849349894,0.0016070218508484266,0.0019243121622634365,0.0005522507236707141,0.0006931474357795031,0.0009963829667510619,0.0006769806566447244,0.00017036736949890572,0.00022956405525744434,0.0003245789693508509,0.00021072607596536345,0.0006879377033392051,0.000647171197631897,0.0010796551516783282
sh600300,0.0012014226705306435,0.002281421236106226,0.0006696386509567607,0.015355311810820603,0.949587474611769,0.000146775231395446,0.0005816714120313072,0.0017677782177156413,0.0009394400400118844,0.0020618166836194767,0.0004780061584761851,0.00034924840602128384,0.004196457953431005,0.002162648145928172,0.0006616665574042602,0.0006300987096513905,0.0004086242199330824,0.00042361948967923767,0.005256897191439459,0.0010577798391714288,0.00035349040836167784,0.00048679262013719615,0.001211744188746324,0.0008806537461132138,0.0007212718072916092,0.0005558099394106605,0.00012946455177993417,0.0036429761572825303,0.00027332890526931094,0.00036852492000325686,0.0008067176711181088,0.00035143787863557295
sh600307,0.0008667356936433143,0.0010038296451527163,0.0005588146575121409,0.01340003142294481,0.9695621878277892,0.0002108343126678919,0.0006461502711337311,0.0020237039202771778,0.000759015544539211,0.00048774765721890854,0.00028656463441270147,9.807491921677965e-05,0.001092331189414244,0.0006913853061704352,0.00024364383989474345,0.0005118284713257179,0.00030478119122556377,0.0001917047167905443,0.0014514533044430913,0.000335769409866193,0.00017921831693901407,0.0005207604575322021,0.0007009643924585937,0.00110673698723542,0.00019790218767354705,8.919548661779757e-05,0.00020228040469033462,0.0007762094387822155,0.000838975516980388,0.00012239863331784355,0.00034323515620429353,0.00019554487444721098
sh600308,0.0006078972475810081,0.0023342693175177837,0.0008688500533295746,0.006751193067162945,0.958302237277332,0.00040880418058255864,0.0013264750946218931,0.003911930632067775,0.0015559554127637881,0.0019792333317309443,0.0009034529845014286,0.0005972129522834868,0.004020856503845751,0.0008282913764170786,0.0010090699078551303,0.0004356352714357178,0.0005088686889687342,0.0005636572346147729,0.0030645607221970804,0.0008998385876951935,0.0010661035180879789,0.000580047042456776,0.0004665663624143615,0.0017711939339264166,0.0010484468195791628,0.0003105421803369072,0.0006121575215169692,0.0006478194865223618,0.000676966890832648,0.0007235719513458667,0.0004379744375005969,0.0007803294139930982
sh600309,0.000530987336169022,0.002384048525944733,0.0024731869406846105,0.000940417374525989,0.9591100770245629,0.0007082333696264645,0.00037560094578563565,0.008453532048595282,0.0007546527950790674,0.0008693932718630114,0.00044846577417548646,0.0003696912951360375,0.0046081763308184615,0.0005466597078395643,0.00031203727086532635,0.0004045068933173503,0.001034717715659373,0.0012510320252433129,0.004527865814715275,0.0008014367011681875,0.0015439515899924588,0.0003799069118886641,0.0010313675154204039,0.0010869602436165899,0.0008757518241976773,0.0002474882547040184,0.0005386526499731893,0.00032518100953682247,0.00023475956038380676,0.0012986045620711473,0.0006287095841296097,0.0009039559319868052
sh600312,0.0007579101820634282,0.005305031612636477,0.00193342634421217,0.019369664648222082,0.9410576411514249,0.0002246570830692598,0.00029741944572992356,0.0037704826601579113,0.0009287054572605787,0.004499294896191201,0.0005283180966343313,0.0004072551915230346,0.0030621113583214304,0.0007344148864278164,0.0005040998993181903,0.0005127864729700633,0.0014748144881166418,0.0008332460520018495,0.0040816359716604085,0.0013789893304384736,0.0004201369938765094,0.00046916822118003306,0.0008057086943169284,0.0014817935866015194,0.0017742928625129628,0.0003781848158899297,0.0005749831574595419,0.0005231909510570353,0.00018878873121346153,0.0008522401959674064,0.0003815676044815395,0.00048804771880218886
sh600315,0.0009797344364267028,0.006011433883102781,0.003858687039175147,0.01944465085900413,0.9267162858133382,0.000564024055746847,0.0005739444848873303,0.003550632883511825,0.002218669478570671,0.0016752472939309546,0.001301999273770661,0.0006276034574772351,0.004635071256438529,0.0008384201919636443,0.00123268180702356,0.0008138998630798327,0.002455896276295506,0.001477371226833051,0.007026513033614967,0.0012863975082799883,0.0006376301088997905,0.001253429698320782,0.0012208168333103873,0.0009239789318358577,0.0018344440243735903,0.0006867232936710971,0.00043231582356314656,0.000826512719022554,0.0006834788059145563,0.0023896155962583802,0.0008833769083679676,0.0009385215380166032
sh600316,0.0011385189575985617,0.002994187917559272,0.003333347106049026,0.039950033191306654,0.8995500906635711,0.0003939315220219878,0.0005409166058746218,0.004208942736843774,0.0010136837924776844,0.005932879111220072,0.0004147499903745914,0.0004593002989958394,0.005849339977308857,0.0018999643849279112,0.0005412582666910389,0.0004463039354908219,0.0012280885000435508,0.0011295126117616377,0.011346038372380724,0.002040702800259688,0.0011671715065373805,0.0011488868753100684,0.0032656988583393727,0.0013946456356801566,0.001709748501044617,0.0005764673974188594,0.0003987103561076571,0.0030833626775141,0.00028354280506370506,0.0007641242293794968,0.001303339268383537,0.0004925198350458563
sh600320,0.0005657880411388511,0.002469577621512672,0.0011364998424212753,0.01667254684194795,0.943765361223841,0.0007188403344526725,0.0007679765060590811,0.0037188653693518967,0.0005449014692070803,0.001696990516520558,0.0005937416850277498,0.0003805302493813918,0.006017787162442365,0.00124022123559392,0.0005253929521606878,0.0006422469141440869,0.00040698334880940527,0.0007850748030437879,0.0029566867608520624,0.0011297235798965362,0.001208896622994521,0.0004893686485407396,0.0006508367204699029,0.002396396099336241,0.0009725315630326312,0.000438963246022191,0.0005575033582946624,0.003582354011601061,0.0006038473413723641,0.0005367478453144654,0.0007836256072927562,0.0010432015414853825
sh600325,0.0009117316865192431,0.0026415126063579685,0.004293454488630174,0.023173357224896267,0.9231202006231735,0.000641770277942681,0.0005076508441505702,0.003476861282357882,0.0015306669765639202,0.004900718536969502,0.0003825336263683737,0.0003274342104275652,0.008203820842640592,0.0027705208822082646,0.00038607472295216767,0.0006690923107727339,0.0021392155592771657,0.0006159237855302323,0.004547104015346335,0.0007614401530762644,0.000714046976688223,0.000977793445040369,0.002611979003438073,0.0010960815675899241,0.0014553800481084185,0.000388296395335694,0.0009437454078140673,0.0015564387888898498,0.00041472563703449754,0.0013822222627318517,0.0016983588479694343,0.0007598551434376274
sh600331,0.001085158882253969,0.002133750240764424,0.0024537957696932886,0.0434182137540118,0.9039493617738675,0.00019798343408189805,0.0005518858200320194,0.009654708102871338,0.0011886277612553956,0.0025747863711511987,0.00043228442307865583,0.00020977318077726204,0.003752364124694876,0.002544831633128788,0.0003284684969261552,0.0002694944334136249,0.0006266248404728454,0.0007985392304701398,0.009894547981918881,0.00046761311969796174,0.0005833619123900101,0.0010446350038748253,0.002624886304937989,0.0016280246094976948,0.001180086203456803,0.0001894274562659132,0.0005240403734492647,0.003569496096196254,0.0004853798780170639,0.00030573912921829266,0.0008218386253990291,0.0005102812007153995
sh600332,0.00041362094059752496,0.0027435385835599753,0.0025623833481166216,0.0026315654081534804,0.9505411379087978,0.0008966723828933244,0.0009630461970472543,0.005016536183399581,0.0019274791075682789,0.001222526283522747,0.001066042357454237,0.0007039762130364252,0.0047800236424117995,0.0014588602630704025,0.0012085757840219157,0.0008629462109869737,0.0007220566091299461,0.0013401108192816287,0.006028303609891696,0.001277459722284117,0.0015402919134025624,0.0005155657312680977,0.000702074120332891,0.0011603984290340255,0.0006949558838113529,0.000476474758829511,0.0003905167772360438,0.0012364216380528308,0.0007285750775942468,0.0024821390198553417,0.0006610492207325073,0.001044681680380454
sh600339,0.0011161530710653961,0.0014598549509787007,0.0018720981473539543,0.02465776027270979,0.9384070996030199,0.0005210718540510549,0.0008788702177737086,0.00390481479773949,0.0007898219752199671,0.0012879244213253836,0.0005865342936390171,0.00039189121462527405,0.0052697460782847455,0.001109659854844882,0.00047913841337218196,0.0005561973489836442,0.0006271373658164672,0.0005073769770043669,0.00463624681174433,0.0010786216498763124,0.0006516463483651795,0.0008967437930571228,0.0006322502316424714,0.0030938845424763506,0.0011839270287445068,0.00022728752855218597,0.00041801749237477227,0.0007305195842932246,0.0004103963997990253,0.00046724237222388375,0.0005753446331191778,0.0005747303593807081
sh600340,0.002040651577006739,0.008191544591357177,0.008889093128825177,0.05938200387974061,0.8347069652233629,0.0008617110551954456,0.0006468200761475459,0.013212601631663377,0.0028123738063751463,0.004802152948262463,0.0009274565793943228,0.000503324707526446,0.005817065629165481,0.0018969610711321674,0.0007187001934215419,0.003433974774813251,0.005269313104091631,0.0016554437972484026,0.011161181842667452,0.0010901318425519163,0.0003564486398413832,0.0019879501245058597,0.0088168902959152,0.003161574249688217,0.002222215131510105,0.0010357976635574871,0.0008579895567853912,0.0028946890337729313,0.005494388394373274,0.0008151013253068573,0.003459614783616047,0.0008778795463780176
sh600346,0.0008422372188929723,0.0030162717388351025,0.0033098194423827024,0.0067516278659028,0.9395161142901158,0.0009590604983649287,0.0010832192304757612,0.00795630674099103,0.002085554615122782,0.001370849846679843,0.0010228300251768185,0.0004784815600249757,0.006753400772774933,0.0008666848865618298,0.000969912077939114,0.0005726377916936998,0.0014916028723221456,0.0016796554937652942,0.005195852720481502,0.0010283215454421379,0.001785819155305713,0.0009088837013108236,0.0009705126628347754,0.0018269788790207396,0.0013214588532386672,0.00049542539794244,0.0005094229755959365,0.0006139084082845878,0.0006470205881106593,0.002229750867639645,0.0005389373835991524,0.0012014483335819118
sh600348,0.0006063500155925785,0.002845478923024207,0.0013007934779734138,0.036292271102345945,0.9201306363116392,0.0002246125614693808,0.00038854699276035795,0.006889661700104766,0.0006618596087629384,0.001802476963189735,0.0004726110642472815,0.0003949016078704167,0.004931268000693412,0.0010364456822898461,0.00036313786044849287,0.00022793606258655539,0.0018567347830082954,0.0003338810902279565,0.007863782669735248,0.0014000233213311132,0.0008322901800291198,0.0010515044354733735,0.0028219974158305234,0.0005500487345400361,0.001784011139661192,0.0003153292717058894,0.0003499590256265589,0.0005404955738205876,0.00027071957248982686,0.0003741075607263578,0.0002981236308525549,0.0007880133698097966
sh600350,0.00027115046964838334,0.0008484865191952008,0.0007649052987398099,0.009606329844623498,0.9733445121429123,0.00016528949333067055,0.0005869599781318424,0.004127200303427665,0.0002914565908039097,0.0003659249909575618,0.0002362334583291451,0.0001699265739769931,0.0005253417075716946,0.0003281321573025887,0.0003734888348106711,0.00017970659533754238,7.774037146185521e-05,0.0008561432332743476,0.0014467321093355973,0.0011163246394390526,0.0008022236458452889,0.0002346590178290811,0.00015082690921488113,0.0009411946141274752,0.0008096318881336233,0.0001046724764501097,0.00016362268988204362,0.0001697863611436334,6.935294474582962e-05,0.000334092898900691,0.0001407543774777024,0.00039720439695332255
sh600352,0.00048820985227017525,0.0020086994062829457,0.0006583564791087655,0.0005781753569563724,0.9687130430731943,0.00035540878835427263,0.0005920098765195687,0.0025566274178591393,0.0011609050028747402,0.0011519834472266568,0.0009385940919788922,0.0005850133702246281,0.005793938221527107,0.000620927764732912,0.0005262518422504732,0.0006172311789618135,0.0008204327347215828,0.0005429498846833873,0.0033166184293983965,0.0010564020723395227,0.0010236055697629024,0.0002617071521305163,0.00025653094993754343,0.0008787884618730378,0.0008413054546867558,0.0003941827310036659,0.00014019427043258272,0.00030425672202032366,0.00045497079534370416,0.0011594252466290437,0.00029897435577834437,0.000904294130452006
sh600362,0.00041592102192676756,0.0008441164038167689,0.0010528673978771697,0.010264692832773464,0.9635274683272164,0.0002413155889687577,0.0004814458658958479,0.002887395879495537,0.0005573456996503077,0.0027908298850145754,0.0004355606398026012,0.00041205495776125704,0.0028381028667454275,0.0011668857329401477,0.00033695044183423725,0.0002588591882914848,0.00046883985589127027,0.00042213049835338953,0.0026974350698690717,0.0012345447265083413,0.000717987998415456,0.0005765219302388868,0.0006874113852434324,0.0006569033872109086,0.0007948414983259052,0.0003441681455076382,0.0003431476092387768,0.0005636207098408811,0.00021732484273726094,0.0006352186119903782,0.00041664209709292826,0.0007114542520027374
